sequence	label
EEEE EEEG EEGA EGAA GAAA AAAA AAAA AAAA AAAB AABB ABBB BBBB BBBG BBGG BGGG GGGG GGGG GGGG GGGG GGGG GGGO GGOO GOOO	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCE CCEE CEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGO EGOO GOOO	0
EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBC BBCC	1
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLL MLLL LLLL LLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLL	0
OOOG OOGG OGGG GGGG GGGG GGGG GGGA GGAA GAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCF	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGG BGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
NNNN NNNN NNNN NNNN NNNN NNNG NNGG NGGO GGOO GOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDC DDCC DCCC CCCB CCBB CBBA BBAA BAAA	1
OOOG OOGG OGGE GGED GEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBE BBEE BEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
AAAA AAAA AAAA AAAC AACC ACCC CCCF CCFF CFFF FFFC FFCC FCCC CCCA CCAA CAAA AAAA AAAA AAAA AAAA	1
DDDD DDDD DDDD DDDD DDDD DDDC DDCC DCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCA CCAA CAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBA BBAA BAAA AAAE AAEE AEEE EEEG EEGG EGGG GGGG GGGG GGGG GGGE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEH EEHH EHHH HHHD HHDD HDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAB AABB ABBG BBGE BGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLM MLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNA NNAA NAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBF BBFF	1
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIII IIIN IINN INNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAO AAOO AOOO	1
EEAB EABB ABBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACF ACFF CFFD FFDD FDDD DDDD	1
OOOI OOII OIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEF EEFF EFFF FFFF FFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIIO IIOO IOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOG OOGG OGGG GGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
OOOI OOII OIII IIII	0
EEEE EEEE EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCF CCFD CFDD FDDD DDDD DDDD	1
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED	1
EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAD AADD ADDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGF GGFD GFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDA DDAA DAAB AABB ABBB BBBA	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGG GGGG GGGO GGOO GOOO	0
EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
GGLK GLKK LKKK KKKA KKAA KAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCD CCDD CDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEF EEFF EFFD FFDD FDDD DDDD	1
OOOG OOGE OGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
NNNN NNNN NNNN NNNN NNNN NNNB NNBA NBAA BAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGG GGGG GGGG	1
OOOG OOGG OGGG GGGG GGGG GGGL GGLL GLLN LLNN LNNN NNNN NNNN NNNN NNNM NNMM NMML MMLL MLLL LLLM LLML LMLL MLLL LLLM	0
AAOO AOOO	0
NNNN NNNN NNNN NNNL NNLL NLLA LLAA LAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCF CCFF CFFF	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEB EEBB EBBB BBBB BBBB BBBB BBBB BBBG BBGG BGGG GGGF GGFF GFFG FFGG FGGG	1
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCA CCAA CAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC	1
EEEE EEEE EEEG EEGG EGGG GGGG GGGB GGBA GBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBA BBAO BAOO AOOO	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NGGG GGGG GGGL GGLL GLLE LLEE LEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
OOOI OOII	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDF DDFF DFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDC DDCC DCCC CCCC CCCC CCCC CCCC CCCC CCCA CCAA	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE	1
OOOG OOGG OGGG	0
OOOG OOGG OGGE GGEE GEEG EEGG EGGG GGGG GGGO GGOO	0
EEBA EBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABC ABCF BCFF CFFF FFFF FFFE FFEE FEEE EEEE EEEE	1
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
GGBB GBBB BBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBE BBEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
OOOG OOGG OGGG GGGG	0
LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLL MLLK LLKM LKMM KMMM MMMM MMMM MMMM MMML MMLL	0
EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE	1
LLML LMLL MLLL LLLM LLMM LMMM MMMM MMMM MMMM MMMM MMML MMLL MLLL LLLL LLLL LLLL LLLL LLLL LLLL LLLM LLMM LMMM MMMM MMML MMLM MLMM LMMM	0
GGEG GEGG EGGO GGOO GOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
DDDD DDDD DDDD DDDF DDFF DFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFE FFEE FEEE EEEE EEEE EEEE EEEF EEFF EFFF FFFF FFFF	1
BAAA AAAA AAAA AAAA AAAA AAAB AABB ABBF BBFF BFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
OOOI OOII OIII IIII IIIO	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIIO IIOO IOOO	0
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLL MLLM LLML LMLL MLLL LLLL LLLL LLLL	0
GGGB GGBB GBBA BBAB BABA ABAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABA ABAB BABB ABBB BBBF BBFF BFFF	1
EEEE EEEE EEEE EEEE EEED EEDD EDDF DDFD DFDD FDDD DDDD DDDF DDFF DFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
GEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOG OOGG OGGG GGGG GGGO GGOO GOOO	0
DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIIO IIOO IOOO	0
GGGG GGGG GGGE GGEE GEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
OOOG OOGB OGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
GGGG GGGG GGGG GGGE GGEE GEEG EEGE EGEE GEEE EEEE EEEE EEEE EEEF EEFF EFFF FFFF FFFD FFDD FDDD DDDD DDDF DDFD DFDD FDDD DDDD DDDD DDDD	1
NNOO NOOO	0
EEEE EEEE EEEG EEGG EGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGG GGGO GGOO GOOO	0
EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
GGGO GGOO GOOO	0
IOOO	0
NGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCC CCCC CCCC CCCC CCCC CCCC CCCD CCDD CDDD DDDF DDFF DFFF	1
JMMM MMMM MMMM MMML MMLL MLLM LLMM LMMM MMMM MMMK MMKK MKKK KKKL KKLL KLLM LLMM LMMM MMMM MMMM MMMM MMMM MMMM MMMM MMML MMLM MLMM LMMM	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEEE EEEE EEEE EEEB EEBA EBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGE BGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
EEEE EEEB EEBB EBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBC BBCC BCCC CCCB CCBE CBEE BEEE EEEE EEEE	1
EEEE EEEE EEEA EEAA EAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBE BBEE BEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOE OOEE OEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOG OOGG OGGG GGGG GGGG GGGF GGFF GFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFC FFCB	1
EEEE EEEE EEEE EEEF EEFF EFFF FFFF FFFC FFCC FCCC CCCC CCCB CCBA CBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
DDEE DEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGE EGEO GEOO EOOO	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOG OOGN OGNN GNNN NNNN NNNN NNNN	0
OOGG OGGG GGGB GGBA GBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCF CCFF CFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
OOOG OOGG OGGG GGGG GGGE GGED GEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
OOOI OOII OIII	0
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD	1
CCFF CFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDC DDCC DCCB CCBB CBBB BBBA BBAA BAAA AAAA AAAA	1
EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDC DDCC DCCB CCBA CBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD	0
OOOG OOGB OGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGG BGGG GGGG GGGG GGGG GGGG	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
GGGG GGGB GGBB GBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAB AABB ABBG BBGF BGFF GFFF FFFF FFFG FFGG FGGG GGGG	1
OOOI OOII OIII	0
MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM MMMM	0
OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCC CCCC CCCF CCFF CFFF FFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD	1
OOOA OOAA OAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
GEEE EEEE EEEG EEGG EGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEG EEGG EGGE GGEE GEEE EEED EEDD EDDD DDDD DDDD DDDD DDDE	0
OOOI OOII OIII IIII IIII IIII IIII IIII IIIO IIOO IOOO	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE	0
IIII IIII IIIO IIOO IOOO OOOG OOGG OGGG GGGG GGGG	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE EEEE EEEE	1
OOOG OOGG OGGB GGBB GBBB BBBA BBAA BAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAE AAEE AEEE EEEF EEFF EFFD FFDD FDDD DDDD DDDD DDDD DDDD	1
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFF FFFF FFFF FFFF FFFF FFFD FFDD FDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD	1
EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDF DDFF DFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF	1
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEED EEDD EDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEED	1
EEEE EEEG EEGG EGGG GGGE GGEE GEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNO NNOO NOOO	0
BAAA AAAA AAAA AAAA AAAA AAAG AAGG AGGO GGOO GOOO	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE EEEE	1
FFFF FFFF FFFF FFFF FFFF FFFC FFCC FCCC CCCC CCCB CCBB CBBA BBAA BAAA AAAA AAAA	1
OOOG OOGG OGGA	0
DFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFC FFCC FCCC CCCC CCCB CCBB CBBA BBAA BAAA AAAA AAAA AAAA	1
OOII OIII IIII IIIO IIOO IOOO	0
DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDD DDDE DDEE DEEE EEEE EEEE EEEE	1
AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAA AAAC AACC ACCA CCAE CAEE AEEE EEEF EEFF EFFF	1
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN NNNN	0
JJJJ JJJJ JJJJ JJJJ JJJO JJOO JOOO	0
IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII IIII	0
